loss,dimension_loss,orientation_loss,confidence_loss,dimension_mse,orientation_mse,confidence_accuracy,val_loss,val_dimension_loss,val_orientation_loss,val_confidence_loss,val_dimension_mse,val_orientation_mse,val_confidence_accuracy
0.2054323703050613,0.0278464071452617,0.0280736275017261,0.048180017620325,0.0278464071452617,0.7532002925872803,0.954674482345581,23.309783935546875,4.653700351715088,0.0159382279962301,0.0347468629479408,4.653700351715088,0.753018856048584,0.9699570536613464
0.3086515367031097,0.0446715354919433,0.0346331112086772,0.0666886568069458,0.0446715354919433,0.7524604201316833,0.9323429465293884,21.86780548095703,4.360560417175293,0.022621750831604,0.0621396265923976,4.360560417175293,0.7533435821533203,0.9458154439926147
0.2680994272232055,0.0377040766179561,0.0326591692864894,0.0611804202198982,0.0377040766179561,0.7526211142539978,0.9426570534706116,19.89122200012207,3.967195987701416,0.0218368899077177,0.0449867658317089,3.967195987701416,0.7532686591148376,0.9533261656761168
0.2243634760379791,0.0304766967892646,0.0297431219369173,0.0547307282686233,0.0304766967892646,0.7528818249702454,0.9477668404579164,13.82040023803711,2.753887414932251,0.0184497758746147,0.046579759567976,2.753887414932251,0.7538436651229858,0.9586910009384156
0.2167342752218246,0.0301997400820255,0.0275535900145769,0.0488106124103069,0.0301997400820255,0.7530857920646667,0.955810010433197,26.69025421142578,5.329529285430908,0.0162328034639358,0.0365405865013599,5.329529285430908,0.7537680864334106,0.9662017226219176
0.2000747472047805,0.0280191730707883,0.0253550689667463,0.0438924990594387,0.0280191730707883,0.7532888054847717,0.9605412483215332,20.148420333862305,4.021318912506104,0.0157000310719013,0.0365511924028396,4.021318912506104,0.7539553046226501,0.9624463319778442
0.1856087297201156,0.0263527799397707,0.0228589940816164,0.0391125306487083,0.0263527799397707,0.7535129189491272,0.9634746313095092,30.660978317260746,6.124751091003418,0.0135131739079952,0.0338980443775653,6.124751091003418,0.7539792656898499,0.969420611858368
0.175336092710495,0.0250450000166893,0.0213955603539943,0.0360355675220489,0.0250450000166893,0.753638744354248,0.9683005213737488,29.841943740844727,5.961727619171143,0.011916427873075,0.0308627504855394,5.961727619171143,0.7544186115264893,0.9721029996871948
0.1593248844146728,0.0224789530038833,0.0204469598829746,0.0325192138552665,0.0224789530038833,0.7537418603897095,0.9713285565376282,48.92900848388672,9.779452323913574,0.0119648836553096,0.0276031009852886,9.779452323913574,0.7541569471359253,0.9715664982795716
0.1552377045154571,0.0221648644655942,0.019656179472804,0.0298581086099147,0.0221648644655942,0.7538051009178162,0.975113570690155,24.78899383544922,4.951452255249023,0.0123609490692615,0.0263676103204488,4.951452255249023,0.7543628215789795,0.972639501094818
0.1534000188112259,0.0225865226238966,0.0178324226289987,0.0274374596774578,0.0225865226238966,0.7539730668067932,0.9767221808433532,55.13080596923828,11.020496368408203,0.0106036178767681,0.0248334072530269,11.020496368408203,0.7542760372161865,0.975321888923645
0.2321584969758987,0.0334778577089309,0.0268601588904857,0.0489575937390327,0.0334778577089309,0.7532873749732971,0.9554315209388732,15.788640975952148,3.149001121520996,0.0167855452746152,0.0369193367660045,3.149001121520996,0.7530642151832581,0.9656652212142944
0.192866638302803,0.0266959220170974,0.0243150051683187,0.045829527080059,0.0266959220170974,0.7535064220428467,0.9580810070037842,41.08111572265625,8.208291053771973,0.0156727917492389,0.0323007740080356,8.208291053771973,0.7531915307044983,0.9721029996871948
0.1915277242660522,0.0274432636797428,0.022812457755208,0.0401855073869228,0.0274432636797428,0.7536411285400391,0.9647047519683838,25.971662521362305,5.186776638031006,0.0145171862095594,0.031997799873352,5.186776638031006,0.7532911896705627,0.9747853875160216
0.1831034868955612,0.0266831927001476,0.0215358436107635,0.0347673669457435,0.0266831927001476,0.7537719011306763,0.970571517944336,32.27823257446289,6.449044227600098,0.0126893948763608,0.0279832910746336,6.449044227600098,0.7535695433616638,0.9688841104507446
0.1624268740415573,0.0230067837983369,0.0203058738261461,0.033868309110403,0.0230067837983369,0.7538820505142212,0.9713285565376282,27.818117141723636,5.5579376220703125,0.0104816937819123,0.0254114903509616,5.5579376220703125,0.7536476850509644,0.9721029996871948
0.1456504017114639,0.0206586495041847,0.0182996559888124,0.0298153478652238,0.0206586495041847,0.7540585994720459,0.9739780426025392,34.68317413330078,6.930941581726074,0.0109101086854934,0.0242263711988925,6.930941581726074,0.7534801363945007,0.975321888923645
0.1423671245574951,0.0201875027269125,0.0179948229342699,0.0288746878504753,0.0201875027269125,0.7540860772132874,0.973504900932312,24.504831314086918,4.8957200050354,0.0089083714410662,0.0257303211838006,4.8957200050354,0.7540568709373474,0.9721029996871948
0.1447279602289199,0.0213086549192667,0.0167256221175193,0.0261925943195819,0.0213086549192667,0.7542058229446411,0.9767221808433532,18.29989624023437,3.653993844985962,0.0101084001362323,0.0295300763100385,3.653993844985962,0.7534157633781433,0.968347668647766
0.1288151443004608,0.0186752136796712,0.0160062871873378,0.022859189659357,0.0186752136796712,0.7542741894721985,0.9809803366661072,37.6336555480957,7.521620750427246,0.0090791285037994,0.0238246526569128,7.521620750427246,0.753900408744812,0.9742489457130432
0.119194895029068,0.0171875022351741,0.0147472042590379,0.0222729258239269,0.0171875022351741,0.7543779611587524,0.9802232980728148,37.028076171875,7.401078224182129,0.0086837839335203,0.0193028040230274,7.401078224182129,0.7539182901382446,0.981223165988922
0.20911042392253876,0.029657412320375443,0.025614332407712936,0.044803496450185776,0.029657412320375443,0.7532460689544678,0.9588379859924316,27.345104217529297,5.461716175079346,0.013070187531411648,0.03387589380145073,5.461716175079346,0.754318118095398,0.9699570536613464
0.18639671802520752,0.02625061757862568,0.02316601388156414,0.0407894067466259,0.02625061757862568,0.7534679174423218,0.9634746313095093,13.673910140991211,2.727707862854004,0.012246818281710148,0.03400604799389839,2.727707862854004,0.7543885111808777,0.9651287794113159
0.1802113652229309,0.025845838710665703,0.021743997931480408,0.03673231974244118,0.025845838710665703,0.7535986304283142,0.9665972590446472,10.183012962341309,2.030531406402588,0.011518879793584347,0.02615383453667164,2.030531406402588,0.7545864582061768,0.975321888923645
0.16225799918174744,0.023241564631462097,0.02015972137451172,0.0316210575401783,0.023241564631462097,0.7537238597869873,0.9738834500312805,34.296878814697266,6.853391647338867,0.011492457240819931,0.025365708395838737,6.853391647338867,0.7543186545372009,0.9758583903312683
0.14848873019218445,0.02102290652692318,0.019024070352315903,0.02967621013522148,0.02102290652692318,0.7538540959358215,0.9747350215911865,15.014128684997559,2.9978532791137695,0.008518427610397339,0.024178508669137955,2.9978532791137695,0.754729151725769,0.9758583903312683
0.141824871301651,0.020223844796419144,0.017942387610673904,0.027584202587604523,0.020223844796419144,0.7539306879043579,0.9750189185142517,20.329099655151367,4.0609002113342285,0.008807423524558544,0.022745762020349503,4.0609002113342285,0.7550916075706482,0.9817596673965454
0.14140528440475464,0.020665442571043968,0.01712588034570217,0.024778343737125397,0.020665442571043968,0.7540085911750793,0.9791824221611023,23.37960433959961,4.671350955963135,0.008275267668068409,0.020864339545369148,4.671350955963135,0.7544863224029541,0.9785407781600952
0.14461596310138702,0.021782953292131424,0.015468775294721127,0.024996252730488777,0.021782953292131424,0.7541519403457642,0.977573812007904,11.01863956451416,2.199510335922241,0.007421897258609533,0.019910329952836037,2.199510335922241,0.7549284100532532,0.979613721370697
0.11782868951559067,0.016881925985217094,0.014790811575949192,0.022465737536549568,0.016881925985217094,0.7542195320129395,0.9806017875671387,22.907705307006836,4.577270984649658,0.007357959169894457,0.020609168335795403,4.577270984649658,0.7548385262489319,0.9812231659889221
0.10824098438024521,0.015261516906321049,0.014552317559719086,0.020209643989801407,0.015261516906321049,0.7542352676391602,0.9823050498962402,10.20693302154541,2.037322521209717,0.006657803896814585,0.020667295902967453,2.037322521209717,0.7546176314353943,0.9812231659889221
